id,topic_id,text,type,effectiveness
23035c9296fe,0ABF4F99E166,"The amount of improvement a classroom could see if this technology was implemented correctly would be immeasurable. The system could prevent students from falling behind in class because they cannot relate to how the teacher is teaching, and the technology could see through fake expressions hiding more troubled thoughts. With this sort of system, it may actually be possible to ""make everyone happy.""    ",Concluding Statement,Effective
0961c03f8e39,0AD7535C58C0,"The numbers speak for themselves, too many accidents have occurred as a result of people using cell phones while driving. Lives continue to be endangered when people think they need to get in touch with friends or family. If we can just wait until we get to our destination before having to contact or respond to our message's danger can be avoided and lives will be saved. Always remember think before you pull out your cellphone before you commit a crime think of other people lives      ",Concluding Statement,Adequate
53a0afc3eaec,0B606C33AC4D,"In a result of limiting car usage, Mr. Goldberg says "" Many experts expect public transport serving suburbs to play a much larger role."" So this means that by approving it this year, there will be more public transportation then people driving there personal cars. Getting rid of cars would decrease a lot of the problems we have now. ",Concluding Statement,Adequate
6ddb9071d916,0B606C33AC4D,"Is it gonna make us get lower in obesity, make the streets safer, and stop the pollution of the air? Getting rid of cars will decrease a lot of issues that we have in the world today, so getting rid of or decreasing the car-usage is a positive, not a negative.    ",Concluding Statement,Adequate
fcd4ffe77134,0B81C3067FF2,"Venus is a challenging planet, that we like to study about and learn how it was formed. ",Concluding Statement,Adequate
de1ec5b18a04,0B87B0B3278C,"If we can somehow develop the technology to last in Venus like conditions wouldn't it be worth it to see what mysteries it holds. We have the technology at our fingertips, all we have to do is put in the time and effort to get to Venus.     ",Concluding Statement,Adequate
31db09e20034,0B8A0777A6E5,I think NO cars is a good things saves me more money for shopping and the finer things in life. ,Concluding Statement,Adequate
abe867447c00,0BB223A348F6,"student-designed projects are more beneficial than teacher designed projects. They both have pros however the positives of student-designed projects outweigh the teachers. Projects designed by students allow them to gain leadership skills, and let them explore their curiosity or creativity.     ",Concluding Statement,Adequate
1c12c96323b5,0BD82CC1FC8C,We need to look at the prons and cons cause a person can tell if a person is showing any emotion is how they are useing their mouth's muscular actions such as smiling or frowning. Telling a force one a real smile can be que trickey but a computer can tell the differences. ,Concluding Statement,Ineffective
762b03efb36b,0BDD43321AFD,"Overall, student-designed projects would be more beneficial for both teachers and students because these types of assignments create a unique idea of who you are as a person because it shows individual interests. If a project was deemed boring and just based on facts, teachers would be more likely to receive non creative and possibly plagiarized work. Students wouldn't care to try their best because this one task is taking time out of their long awaited break from school. In addition, student-designed projects also allow teachers assigning them, to have a sense of who their incoming students are, based on their projects. ",Concluding Statement,Effective
efce07da0947,0BF9F64D6FD1,"The overall benefit of students having their education in their hands, outweighs the potential negative repercussions. ",Concluding Statement,Effective
e943359e7bf4,0BFD128F5C01,"So those are the reasons why we think you should join the program. If you like the idea of all the things that are listed feel free to join! Thank you, and we hope to see you there! ",Concluding Statement,Adequate
f4f2379eb81a,0C24337CD49E,In the conclusion part it talks about how you are suppose to smile. And putting on happy face works. If you make a happy face you are showing your emotions to other people. I think that a lot people should put on there happy face. Becuase they will be showing there emotions to people. I think that some people don't want to smile becuase they don't like to smile. Or they hate to smile in front of people. I wonder why some people don't want to smile. I think that some people don't want to smile in front people. Becuasue they are afraid to smile in front of people. ,Concluding Statement,Ineffective
6edcb5499be7,0C751C31DE85,"In conclusion, the principal's idea of all students participating in at least one extracurricular activity is a bad idea because not every students like extracurricular activity, there are not a variety of activities to choose from, and some students already participates in an extracurricular activities outside of school.

Extracurricular activities should be a choice not a must. ",Concluding Statement,Adequate
0b5aba2c95e3,0C8E8861F91A,"In a whole, this is a lot to disagree with, since computers are taking over our world now so I believe this is a great idea. Reason being is that we have video imagery, the amazing and undiscovered knowledge of a computer, and our own brains because we calculate expressions on our own every day. These our all major factors that align with the fact that I believe technology should be able to read students' emotional expressions. ",Concluding Statement,Adequate
3bd64c3369a7,0C952AD5C1EA,cars are apart of people lives and every day there will be a car on a road. the united states expanses suburban ideas about the car cultures. Americans are making all sorts of kind of cars and trying to build them more safer and better for the people driving them. ,Concluding Statement,Adequate
d999c6b13523,0D34A4F5331B,With that work we can explain and understand better about the problems with that planet and have ideas to a better study. ,Concluding Statement,Ineffective
fec42e4977a1,0D359BCEE452,"in conculsion to make sure that we sure we dont make the smallest mistake to screw up the plans for us to live or visit venus in future but in mean time we have people training to become the best of the best for this secret peoject if it happens. So that is all i gotta say and i hope it does happen to make history on the board for people to live on a new generation. So our main goal is all about Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors. Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation. Even NASA is working on other approaches to studying Venus. For example, some simplified electronics made of silicon carbide have been tested in a chamber simulating the chaos of Venuss surface and have lasted for three weeks in such conditions. Another project is looking back to an old technology called mechanical computers ",Concluding Statement,Ineffective
ef1dc4d83f56,0D3AA8470CC4,If you dont agree with me then why are you still reading go hop on your envirment killing machiens and ruin our lovely home called earth. ,Concluding Statement,Adequate
5da15662bc30,0D45F6F0E185,But in conclusion I feel as if this article is helpful and should be seen to my peers. ,Concluding Statement,Ineffective
e0b67c3f7664,0D89C8189022,This is why I believe computures can not read your emotions ,Concluding Statement,Adequate
ec0a648bf7c6,0D91FC8A9FE7,"Teachers play well informed, and important roles in a students life while they develop, and education is a very big part of student development so, projects should be designed with a teachers interests at heart. Because of that, when it comes down to it, teacher-designed projects are generally more helpful, easier, and responsible then a student-designed project would be. ",Concluding Statement,Effective
0662a80017a8,0DB48DDD9022,"You sometimes has to ask yourself

"" Does your expression in the mirror suggest an emotion?"" and "" Can your lab partner recognize which one? "" So I think that this technology is a good idea.        ",Concluding Statement,Ineffective
95f0b7da38ab,0DEDD9E3222F,"In conclusion a think this is a good idea, because you can problably know when a friend is feeling just looking on his face, so imagic that a software in your computer can know that ",Concluding Statement,Adequate
916d7ff46b41,0E424AAB5B39,"In conclusion studying venus is a worthy pursuit despite the dangers it presents because if you just reread everything in this passage it's basically telling you alot of information about venus. If you look back in the passage in read paragraph 8 it's giving you information about venus it says that venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors. The last in final thing is that our travels on earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation. So that basically tells you everything about why studying is a worthy pursuit despite for venus. ",Concluding Statement,Ineffective
3896374f1a2d,0E49EB72AAA4,"Ultimatley, it is understandable why one would believe that it isn't smart to look into studying and experimenting with Venus; however, the examples of the researched facts and past experiences help to support the authors idea that despite the dangers, Venus is worthy of studying. There may be many dangers that come along with studying different planets, but based off the evidence the author provided, Venus has avoidable ways to make it safe to study. ",Concluding Statement,Effective
d5a1e29d74cc,0E5BCFB10650,"Schools that require students to complete a summer project should make the projects student-designed. Student-designed projects would cause for more creative projects compared to teacher-designed projects, and it would give students the opportunity to take charge of their education. Having summer projects to insure students continuous learning is a terrific way to enhance a students education. But done incorrectly, it can cause a student to dread school more. A well executed summer project would be student-designed, where the student gets to decide on their own project based on an interest of their liking. Making sure that students are positively active in their education is crucial to developing a well rounded individual. ",Concluding Statement,Effective
7a349a0b9135,0E67436136BE,"conclusion: inconclusion i think it would be some great technology to have in our schools just think about how many lives we can change or how many lives we can save by just knowing how the person next to you is feeling it would save a lot of time trying to get the person to tell you whats wrong when you can just take a picture of there face so yes i do think it would be great because itll make life better, you would save more time, and you could change alot of lives and save alot of lives with this type of technology. ",Concluding Statement,Ineffective
f5e853c0b8ff,0ED28D8A5EC4,"The author is right, the dangers of life on venis is very risky. It can crush anything with the pressure. It could kill anything that goes past its atmosphere. the athor despites the risk and the way venis is. ",Concluding Statement,Adequate
0143dfa477b0,0EEE131E57EC,"Being a sea cowboy is more than an adventure, It helped me see the world and know exactly what is going on in other contries ",Concluding Statement,Adequate
094dad2b5afb,0F0059FAAF36,Become a SEAGOING COWBOY now; you will not ever for get it. ,Concluding Statement,Adequate
23bae6306ab5,0F10DC1AE015,"In the end, I think that we should mandate participating in extracurriculars, as it could improve kids' work ethic, assist students in getting into good colleges, and even keep them healthy. Imagine a school with no after school clubs or teams offered to students; kids would be bored, unhappy to go to school with no chance to socialize or get active, and, most importantly, no chance to broaden their horizon and truly reach their full potential. ",Concluding Statement,Effective
0e71caa5c79e,0F2199921C33,"Those are some of the reasons schools should have Teacher designed summer projects. Schools should have their summer projects be designed by teachers because it allows the teacher to gauge students understanding of principles and topics,allows introduction of new material,and learn learning styles. All schools that do summer projects should allow Teachers to designed them because that will help the year go better for both the teacher and student.          ",Concluding Statement,Adequate
e9ad7d0b5e7c,0F23D0A1E0F0,"So in conclusion no human can last very long on Venus, making it interesting but hard to research do to that no spacecraft survived more that a couple of hours on Venus. The atmosphere is dangerous to people. It has the hottest surface temperature. ",Concluding Statement,Adequate
0c355f2ab00f,0F3F6283B13B,"So with that all said, the face turned out to be a messa. So with the actual data, everyone should know that it is a messa. So wa sthe face really created by aliens, no it was not. It was really a landform.            ",Concluding Statement,Adequate
194bceb88ae0,0FD5B95A957D,There is so much good that can come out of letting students design their own projects not only for them but for their future as well. If teachers give students the opportunity to design their own project then they would be teaching more than the class but skills they can use in the future as well. Since creativity is the backbone of everything in the world when teachers start to make new ideas to have students think more creatively it helps the development of new ideas and innovations in the future. ,Concluding Statement,Effective
8cab1a20ad9d,1006FE578078,"Students graduating shouldn't be decided by if they did an extracurricular activity or not,and the students who already do after school activities don't have time for for extracurricular things,and students should not have to be pressured to do something if its not mandatory, so I don't agree that students should have to take part in an extracurricular activity. 
",Concluding Statement,Effective
5e1886aebf2c,1028F5A588AA,"In conclusion, The use of FACS in a classroom enviroment sounds like a great idea but when you put it in different catagories it fails in almost every one of them you dont need a computer to read emotions when a human is perfectly capable of know how you feel even if it is just a little bit. The schools will need more funding diverted to even run the program and keep it working when schools already have a budget that they have to work on and they will need to be prepared to do something if the power goes out because that system will not run if it has incffecient power. ",Concluding Statement,Effective
ebc56910b6ac,1037273E86D9,"Sorry Face Theorists, but NASA

has crushed your dreams multiple times.

The ""Face on Mars"" is just a landform.

Nothing more and nothing less ",Concluding Statement,Adequate
e3ce3e509cf7,103B05DC95C8,"It is a real debate on whether the face is real or not. There is also strong evidence on both sides, but NASA has alot of proof that it isn't an alien, they could be hiding it or they can be wrong.        ",Concluding Statement,Ineffective
bed5add7d819,1073917E4351,"Venus is a plant that everyone have Challeng. But some ever close to getting there. The author haved suggests that studying Venus is a worthy pursuit despite the dangers for humans,the risk and approaching it's presents. Never stopping them from doing so. ",Concluding Statement,Ineffective
81d4b6187e83,10D09AB4D6C7,"I strongly disagree with the decision of my principal because forcing Generic_School students to participate in extracurricular activities wears them out and decreases the time that a Generic_School student has to finish assigned work. First of all, extracurricular activities melt a student's energy and can negatively impact a student's health and well-being. Second, extracurricular activities lead to students being distracted, ultimately depleting work and study time. Extracurricular activities were supposed to be a way to help students complete work, come to school happier, and get better grades. However, force-feeding extracurricular activities to Generic_School students will not produce the desired effect that my principal hopes it will, and that is a fact. ",Concluding Statement,Effective
fab43f32a246,10F4FEDEF052,"Therefore, summer projects should be designed by teachers because they know the content, have more resources and have more experience to assure that students continue learning during their break.  ",Concluding Statement,Adequate
d9063041082f,10F8D3AD9F03,It will help you experience a once in a lifetime thing. You could be able to go to remarkable places in the world. It also could teach you how to learn responsibility. The adventure will be unbelievable. I would be exciting to be a Seagoing Cowboy. ,Concluding Statement,Adequate
50d9a9c5115a,11823089B61E,One day we will have the limets to go in Venus. NASA has not gavie up Venus. Venus is valuble to us not olny because it's just a nuther resuers but because it will let us have the lemits to explore other plants. I do balive that we should know other plants. We shouled tot be limited with awer inmagination. ,Concluding Statement,Ineffective
b87b6c2bfdd9,11950E4412E5,Students should have the ability to create their own summer assignments because it would promote mental and educational growth that would otherwise be hindered in a classroom setting. Summer break allows students to embark on new experiences that can further expand their knowledge on topics that interest them. It would also allow more time for students to develop their ideas for the project. Which would strengthen their creativity and responsibility skills. Student designed projects would help grow character.                   ,Concluding Statement,Effective
4c2688e77d3c,11B9AC1814C8,"Venus is not worth the time, effort and resources to explore. The planet proves to be too dangerous for mankind and even for machines. Curiosity is not sufficiant enough of a reason to explore and learn about a inhospitable planet unless it is going to benefit mankind more than what it costed to gain that information. The resources that are going to Venus should be redirected to another cause that will benefit society and life as we know it. ",Concluding Statement,Effective
558b770fdef0,126BF47F3939,The way that the researchers are using it for is inefficient and wasteful and should not be implemented in classrooms. ,Concluding Statement,Adequate
3a648f0260ca,12A49BF3B556,"adding an extracurricular activity to all of the student body would be an great idea because, it could be benifial to students, parents. and teachers. Building social skills. Life skills, and just being productive has all to do with adding an extracurricular activity to a students day. ",Concluding Statement,Adequate
b536e411d765,12C08C0F6EE1,"All the technology needs to understand how to read and comunicate with a human through facial features. The anatomy of a human is complex and hard to understand and encode into computers. The new programing will be a positive thing, muscles in the face just act naturally, the encoding is complex, and the new technology could be coming to local classrooms. Scientests are hard at work trying to make the new technology common and natural for everyone to use. ",Concluding Statement,Adequate
bf68771aeb02,1300CBEB1F39,"asking students to participate in at least one extracurricular activity is a good idea. I believe that students school and social life will change for the better. It may take some time to see the positive effects that this new rule will have on the school, but there will definitely be a huge, great difference within the school's community.     ",Concluding Statement,Adequate
086e709d55da,130F9B6DCCF9,"With a teacher-designed project the rules and expectations act as a rubric for students to follow, as well as making sure the project is acceptable to the teachers requirements. ",Concluding Statement,Adequate
f8dee9cd389f,1313ADFE62C6,"For the reasons that I have provided as well as other ways that extracurricular activities can be beneficial, it's encouraged that more students participate in extracurricular activities. There are clearly many ways that it would help improve students' lives. It can help them with their passions, socializing with people who share interests or views, and can help students with making new experiences to assist them in the future. Many schools offer a variety of different activities to join that many of the students already find to be enjoyable. Because of the points made, if my principal ever decided that all students had to participate in at least one extracurricular activity, I would agree with her decision. ",Concluding Statement,Adequate
3b684df232bf,131614E5C301,"We can save money by just taking one day off of not driving. We should limit car use so we can stop car accedents from happening, getting stressed in traffic jams, to helping out the economical heart of the United States, and just to make our world a better place to have fun and thrive in.    ",Concluding Statement,Adequate
93e10b572c2c,13326EED1708,"
In Conclusion scientist, spacecraft and the NASA are still trying to see what they can do about traveling to Venus but no one has not beem back since then. This shows that Venus tempature and atmospehere is too bad to live in. ",Concluding Statement,Adequate
c475e64d6a37,135D6AEDDA9F,To conclude it was not a face-- it was a Mesa.   ,Concluding Statement,Adequate
8fb76e828119,13C74967CE1B,"This means that even though it's dangerouse to go to Venus, we shouldn't help us hold it back, space is a very dangerous place, and if we let us hold us back, we won't get anywhere, and Fast. ",Concluding Statement,Ineffective
4d3df3a4b145,13E8EE063566,"Maybe the people in Florida should consider taking action and having our own care-free day. It wouldn't hurt! If anything, i'll help!    ",Concluding Statement,Adequate
1d3f37bb9bf1,1449A333A335,"The summer is a break for students to relax and not worry about school. School projects take away from that, but the student-designed projects give more flexibility than those made by teachers. Therefor, summer projects should be student-designed in order to grab students' interest and not impede on their break. ",Concluding Statement,Adequate
01be42e83aad,144FB09B0949,"After reading this article, I am not fascinated by Venus and what the future intails for us humans.   ",Concluding Statement,Ineffective
b60d0734cf67,1463D1D9EC8F,"
I agree with the principal making everyone stay after for a extracurricular activity because I think it would keep you active and healthy, meet new people and friends, and have a lot of fun. There a a big verity of different and fun activities there is probably one just right for you.  ",Concluding Statement,Adequate
15c8679a6f0b,1497D777FE12,"teachers should design summer projects in order to prepare students for the year, introduce themselves and their style of teaching, and set the expectations for the school year. Think about the real purpose of summer assignments: to make sure students are still learning over break, and though summer assignments may not be enjoyable, they are invaluable and indispensable to the school year, so they must be created by teachers in order to assure their effectiveness.  ",Concluding Statement,Effective
a4d71621139c,14A542270754,"Student-designed projects that can spark student's creativity also help teachers, since it's much easier and safer for them just to let a student create it themselves. Sure, there is a chance the teacher might get it right, but it's not guaranteed. And finally, there's nothing to lose. Yes, kids might cram it in the week before break ends, but remember that most kids already do that. It's fair to say that student-designed projects are a win for learning, creativity, teachers, and students alike that we're missing out on.

Student-designed projects both prepare students better for the next year while helping them consolidate what they've learned previously better than most teacher made assignment ever could, with few exceptions. So, while I don't think that student-designed projects are the key to perfect learning, but they are definitely a part of it.  ",Concluding Statement,Effective
2e9b4637c93c,14B366E0D9CA,The FACS would benfit alot of students in the world. ,Concluding Statement,Adequate
97e79cb8892e,14FE56852B95,i think you shoukd try this if you ever get a chance. ,Concluding Statement,Ineffective
1f97d2539040,151F9011BF04,"The author of this article supports the idea that studying Venus is a worthy pursuit despite the dangers by stating the insight to be gained from further exploring Venus and by presenting new methods that are making new insights possible. The danger of Venus is extensive due to the high temperatures, extreme atmospheric pressure, and wild weather patterns. These obstacles are being dealt with though by new ideas from scientists at NASA. One big idea from NASA is the idea to use a blimp to observe Venus from above the surface. Another idea of theirs is to use materials that would be able to withstand the extreme conditions of the Venusian environment. All this is in the hopes that futher insight will be made on the planet that once was the most Earth-like planet in the solar system. ",Concluding Statement,Effective
b155550a59e1,1541D4F15A1B,"
In Conclusion, technology that reads emotions can be very useful. First, how it's uesd. second, the value it has in schools. Third,it can make it easier to detect someones emotion. ",Concluding Statement,Adequate
ec6838da4b16,155ADE36AE80,"As we come to unmask the face on Mars the gravitational pull has formed the ""face"" on Mars by waste build up. Aliens are fictional creatures that live in movies and tv shows, not in the real world. ",Concluding Statement,Ineffective
