id,topic_id,text,type,effectiveness
7a7de1996f13,0DEDD9E3222F,"this software is a very good idea, for the teachers and the students too. ",Position,Adequate
b268a5cdbe72,0E424AAB5B39,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the dangers it presents ",Position,Adequate
b00f58b5d941,0E49EB72AAA4,"Although many people believe that the author doesn't support this idea well, the author provides researched evidence and past experiences all throughout the passage to support this idea. ",Position,Effective
794f175c3677,0E5BCFB10650,The basis for summer projects to assure continuous learning should be student-designed ,Position,Adequate
925d6539bda7,0E67436136BE,body: so me personally think this would be some great technology to have in our schools ,Position,Adequate
a7a3335f4ed2,0E6BB199BF93,it is good to say that they must sign up in a activity in sports or yearbooks. ,Position,Adequate
294a00ec8ee9,0EC4EF416F2F,the advantages of limiting car usage are very rare ,Position,Ineffective
2d467a2ecc33,0ED28D8A5EC4,"The author talks about the challenge of exploring venis, he talks about how astronomers are interested in venis because it may once have be the most earth like planet in our solar system. ",Position,Adequate
438817e9a395,0ED86BD7C2F0,I think that Luke and Don had a good reason to join that program. ,Position,Adequate
9b6f909d1192,0EEE131E57EC,I think you should join the sea cowboy program because it would be a learning experience for all. The sea cowboy programis a life changing expirence that i think you would enjoy! ,Position,Effective
3cc83c93439b,0F0059FAAF36,"LOVE animals, water, or everything become a Seagoing Cowboy. ",Position,Adequate
39aee3524bc4,0F10DC1AE015,I believe that all students should be required to participate in extracurricular activities. ,Position,Adequate
cec88a31dcf3,0F2199921C33,The summer projects should be teacher designed ,Position,Adequate
1e05a80c7883,0F23D0A1E0F0,you cant go onto Venus ,Position,Ineffective
bedc8a855ff5,0F3F6283B13B,"There are many reasons that the face on mars is just a lanform, ",Position,Adequate
c0f0a52668fc,0FD5B95A957D,Which is why I think that summer projects should be student designed ,Position,Adequate
b8834b6f0cdb,1006FE578078,"I don't agree that all students should have to participate in one extracurricular activity, ",Position,Adequate
a44f41216a31,1028F5A588AA,I claim that the use of FACS in a class room enviroment could have used but mostly believe it is not a valuable resource in class. ,Position,Adequate
8e97dcbf20db,1037273E86D9,it's just a natural landform. ,Position,Adequate
b2b0f67e96f4,103B05DC95C8,I'm here to tell you that the face on mars is not the face to a martian ,Position,Adequate
dbf1373431e4,1065173BBE31,Limiting car usage is a discrase ,Position,Ineffective
9e4ab7773630,1073917E4351,"In the article, ""The Challenge of Exploring Venus"",The author suggests that studying Venus is worthy pursuit depite the danger to humans, the personal risks and approaching it presents. 
",Position,Adequate
ed4b452fd3f6,10D09AB4D6C7,I strongly disagree with the decision of my principal on this matter ,Position,Adequate
17b369240fec,10F4FEDEF052,summer projects should be teacher-designed ,Position,Adequate
b724fb904917,10F8D3AD9F03,being a Seagoing Cowboy would be a fun job to do ,Position,Adequate
ee4dc6c6d368,11823089B61E,This story about Venus talks about how NASA wants to study the planet. ,Position,Adequate
831e339d744d,11950E4412E5,"To coincide with the theme of change and growth summer promotes, students should have the ability to choose their own projects, to further their educational experience and mental development, without the influence of a teacher. 
",Position,Effective
e1f8c8709b9a,11B9AC1814C8,The cost and risk of exploring Venus is not worth the infromation we would achieve. ,Position,Adequate
ffe547bdb117,1248C86D1F56,I think we should use the new technology in classroom ,Position,Adequate
eaa22311a1c8,126BF47F3939,The use of this technology for a classroom full of students will not be valuable. ,Position,Adequate
1600954b28a9,129497C3E0FC,the eirth is cool so why distroit with gasis or something ,Position,Adequate
8dca3c5fdb69,12A49BF3B556,"I feel as though, the principle has made the right desicion. ",Position,Adequate
d4ab33e57373,12A61F91FC80,I think that this new technology can be very valuable for teachers in schools to know when a student is sad or upset. ,Position,Adequate
b6407becbad9,12C08C0F6EE1,"The new programing will be a positive thing, ",Position,Adequate
cf8f52b2f8b1,1300CBEB1F39,I stand with the principle on his decision ,Position,Adequate
edf3ee8c1cee,130F9B6DCCF9,Summer projects should be teacher-designed ,Position,Adequate
88e0752c81a4,1313ADFE62C6,"If my principal ever decided to make students participate in an extracurricular activity, I would agree with their decision. Joining certain extracurricular activities can bring many benefits to students' lives and open up more opportunities for them in the future. Think about all the things you could learn through extracurricular activities. ",Position,Effective
973fced8f286,131614E5C301,"By not using our cars as much, we can help ourselves and everyone aroud us by making a better world that makes it better for our children, or even our childrens' children. ",Position,Effective
88c9fb0a5101,13326EED1708,"Yes I agree that Venus is dangerous place, but scientists are trying to find ways to dicover and learn more about Venus. ",Position,Adequate
e3dc79d38739,135D6AEDDA9F,Scientists believed the face was an alien artifact . It actually was not. ,Position,Adequate
e08324983079,13C74967CE1B,"In the article ""The Challenge of Exploring Venus"" the author gives us reasons why exploring Venus would be very difficult. But, at the same time, the author gives us reasons why it's important to explore Venus. It's because Venus is Earth like, and so we might be able to visit it one day. ",Position,Ineffective
ee62f1bb4a1b,13E8EE063566,"Although, cars are used very often and are a useful form of transportation, they are also very hamful. Taking a break from driving isn't a bad idea. ",Position,Effective
94d64543ccc9,1449A333A335,"It is the students' break, so they may want to decide what projects they have to do. Summer projects should be student-designed ",Position,Effective
460711c064a1,144FB09B0949,"In ""The Challenge of Exploring Venus"", the author supports the idea of studying Venus through research and data that has been collected thoughout the years. ",Position,Adequate
d11823257a13,1463D1D9EC8F,I agree with the principal for making everyone stay after school for a extracurricular activity ,Position,Adequate
4c1209daa1c7,1497D777FE12,Teachers should design the summer projects rather than students ,Position,Adequate
289b0e2492ec,14A542270754,what if summer projects were mostly student-designed? The more you think about it the more it makes sense. ,Position,Adequate
9364c35f7263,14B366E0D9CA,"Technology is a valuable resource for students. The new technology called the ""Facial Actions Coding System"" would be great for students. ",Position,Adequate
55e340049e83,14FE56852B95,"Therefore, yes i think this new technology would work because the three-D model can detect the true feelings you have and calculate it ",Position,Adequate
09116a76686d,151F9011BF04,The author supports this claim by stating that the insight to be gained is significant and by offering methods for obtaining these insights despite the danger that is readily appearant. ,Position,Adequate
0a255613746c,1541D4F15A1B,This is why technology that reads emotions can be very useful ,Position,Adequate
637428649c30,155ADE36AE80,"The so called ""face"" provided in the image is what I believe a natural landform, although some peoples thoughts differ ",Position,Adequate
7b60ceb389e8,15810FF4CB38,I personality will like to have technology to read my emotional expressions . it would be fun to have that in school . ,Position,Adequate
b7959c42b1d2,15A4F9A6C915,The Author supports this idea because he or she says Venus is too dangerous for astronuts to go to and study. ,Position,Ineffective
a8382220949c,15C47E28278D,The technology that is being deveolped is valuable ,Position,Adequate
1421991d80c5,15DF5443F192,But now i see we need to have a change and just start walking and finding another way other then our cars ,Position,Adequate
dac2148d87e8,15E106AF20A7,You would never know if there are creatures like ous that have a abiliy to explore space. We should keep trying even if there is only a 0.0000001 chance. ,Position,Ineffective
88cf1833cb70,163F5BC5FDF3,There are many advantages of limiting car usage ,Position,Ineffective
89c33e7c718f,167F809A194B,"If your tired of your job and looking for a adventure you can come join the

""seagoing cowboys ",Position,Adequate
bd70ee037a64,16B47CE3BEBB,I feel like it should and here's why. ,Position,Ineffective
0cc83664dd4e,16EAB34FDC87,"To make most effective use of their time in the summer, kids should conduct student-

designed projects. ",Position,Effective
87c385980a26,179A2FE8AF05,"Texting and driving should be banned because it puts other people's lives in danger. 
",Position,Adequate
64ec8aa51bda,17A4777DCC71,I think technology reading people emotional expressions is valuable but then again i don't think is is valuable ,Position,Ineffective
83c40a8a115e,18A22DA09EF0,"Many countries all over the world are starting making either a ""car free day"" or on certain days, making people pay fines for driving. 
",Position,Ineffective
243ffe40ff29,18D68AEC46D6,You should use your car to go anywhere in your neighborhood thats walking distance ,Position,Adequate
9fb212b33e19,1911B040B77B,he does not support this claim very well ,Position,Effective
b937d44426a1,197CEA0EF269,"As a response to this, I argue that students should be the ones designing these projects ",Position,Adequate
4f8f054114be,19C2D7C5171D,Im both with and against this . ,Position,Ineffective
2a5e929f855d,19C571180C49,"The students taking the classes themselves should created the assignment,as even though the teachers may make the plans for the class, ",Position,Effective
5514b69bf5f9,19E57B0657A6,Summer projects should be entirely student-designed to give students a better learning experience during their break. ,Position,Effective
471997bc8b9c,1A04C4505577,Teachers should design the project ,Position,Adequate
a1fb3b6d0434,1A26AFD79998,Students should have the technology to see how they feel ,Position,Adequate
8439cd59ceb5,1A30D1140E7D,Its not a good to thing to come up with some new technologie ,Position,Adequate
0dde1b3a5724,1A76F8E4EE76,"The Face on Mars might be a butte or mesa, but that doesn't mean other organisms don't live outside of the Solar System. ",Position,Ineffective
2042d90b4f18,1A9893654A41,I do not believe we should use this on any students ,Position,Adequate
bf9f955905a0,1AD1F738D48B,"This technology would be useful in many ways. This technology could be very valuable, but it also could be too much for us to handle. ",Position,Adequate
0a96138f4f29,1ADE56C19ACC,The technology to read a emotional expression is not valuable ,Position,Adequate
1173a0b79d58,1B0B7D83419C,"Th author did not do a very good job supporting his idea that we should explore Venus, despite the risks. ",Position,Adequate
c375d52dbad5,1B1FBDE25C2C,"In my ophion, technology reading students emotional expressions is the dumbest thing ever ",Position,Adequate
d435013cb3cb,1B2470F552CC,i think this idea is pretty cool ,Position,Ineffective
bb3bdd7a7e0f,1B4E66B0BE0A,I do think that there are advantages to limiting car usage ,Position,Adequate
8875771f4aa7,1B976DF43007,"In the Challenge of the Exploring Venus, the auther suggests that studying venus is a worthy pursuit despite the dangers I think he I right, but i think that the dangers are to much to risk. ",Position,Ineffective
2cd28db69a8b,1BC1E6EAB178,Studying Venus is worthy to pursuit the despite the dangers because the people is stuying the Venus. ,Position,Adequate
aec2ddaefaeb,1BD82BE8C639,"In ""The Challenge of exploring venses "" the author suggests that studying venus is a wrothy prsuit despite the dangers it presents ",Position,Adequate
77f2549b4f58,1BE3C3E7DE6C,Do you want to be a Seagoing Cowboy? You should ,Position,Adequate
dcf57fb88091,1BE638E9C951,"I agree, all students should do Extracurricular Activity in school and outside of school ",Position,Adequate
a27ac1eed5fd,1C3440A3FFD6,"I disagree, I feel that the Mona Lisa wasnt really expressing 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry, ",Position,Ineffective
192b13bb266a,1C41622B0A7A,The author supports the idea that studying venus is a worthy pursuit despite the dangers it presents realy good ,Position,Adequate
faa2ac2d2870,1C592378CBD1,Students should have the freedom to complete their own summer assignments ,Position,Adequate
f69fb7ddde14,1C8340F2AEE0,"""Venus is a worthy pursuit despite the dangers it presents."" ",Position,Adequate
92adc55a313b,1C9693E27251,"That ""Facial Action Coding System"" is a Joke ",Position,Adequate
c398565137e2,1CE967B8E5C9,I think you shouldn't join the Seagoing Cowboys ,Position,Ineffective
1ed1c8e1e4a5,1CF149052D11,These projects should be student-designed to promote a students own creativity and ability to create a project based on the subject they learned ,Position,Adequate
1702fc6446d8,1CF48E3DD535,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the dangers it presents to humans that even get near the planet. ",Position,Adequate
3ad91dde5dab,1CF95A009AE5,"Drivers should not be able to operate cell phone use while driving, it causes the driver to get distracted from the road and that could cause the driver to have an accident. ",Position,Adequate
dcd896fd7d1f,1CF9D84E94C1,we need to limit ourselves to just using it when not driving and only when it is really needed ,Position,Adequate
b84c65d7071b,1D023C6D201A,It could not be made by aliens because Mars can make land forms such as a face or something. ,Position,Ineffective
2e5fa8b6afa1,1D6188632F9B,The author made some good points and suggestions why we should send more things to venus. ,Position,Adequate
cb2b1c856eee,1D7E734B4A3D,Summer projects should be teacher-designed ,Position,Adequate
82f04d6848f0,1DAD3DD9D08C,i'm here to say you should sign up and be the best Seagoing Cowboy you can be. ,Position,Adequate
7bb92bed4fc1,1DC6485ABFF6,There are many points for why this shouldn't be a rule in school. ,Position,Adequate
90c9df281113,1DEDB886B240,The new technology called the Facial Action Coding Sytem would't be valuable computers to identity human emotions. ,Position,Adequate
5435bacd0d36,1E12037C0F98,"There is an advantage of limiting car usage, ",Position,Adequate
c476d0a42141,1E235AB03C8A,The author did not support his topic very well ,Position,Adequate
036203759c7c,1E2A00D0E43B,If you joined this program u could do lots of differents. You would not just do one thing all the time. ,Position,Ineffective
67cea646b9e7,1E4261B396CD,These are the reasons why Venus is worthy despite of all the dangers ,Position,Adequate
51c7474292b7,1E85D46252A4,texting and driving both don't get along or work out for people at the end of the day ,Position,Adequate
6f74d5e54e12,1E8C298D92CB,There are advantages to this way of life ,Position,Ineffective
5deca7ad2525,1EA525C7EBF3,The prompt says to find good things about not having cars but I just cant because the bad is more bad than the good is good. ,Position,Ineffective
08c50a279dcc,1EC48C7220A9,It doesn't really try to convince you to participate in the program but if you do you can get some details from what he did to what you might do if you joined. ,Position,Ineffective
e23182a9c478,1EE05F854764,Using technology to read emotions expressions of students in classroom is not so good ,Position,Adequate
c6e64886103a,1EFAC87220DC,"I believe that summer projects should be student-designed, but teacher's must approve their work. ",Position,Effective
1ff07a54bbf5,1F06A4B670A1,Summer projects should be student-designed ,Position,Adequate
2c135f4da4d0,1F07CBB60940,"Despite the dangers, we might get something good out of taking the dangerous risk. ",Position,Adequate
0aacd09df624,1F3E6E0EF6FB,"Sometimes its kinda bad driving because the percentage of transportation is getting too high, also theres a whole bunch of drivers that are starting to find according to reuters so that caused to tthe people cars had their cars impounded for their own reaction due to the fine    ",Position,Ineffective
3ec26d70a904,1F9026998271,I do not believe students should be made to do anything outside of the curriculum by their education system. The mere concept of this rule being enforced shows a lack of understanding or compassion from schools. ,Position,Effective
21b6f32b48b8,200AA7A37060,Students designed teacher approved projects would be better for the future of education ,Position,Effective
693c16fab0ba,2010E484FDBB,The technology used in the article shouldn't be used to read students emotional expressions ,Position,Adequate
73a45fc59101,20162733792B,"The use of technology to read the emotional expressions of the students in a classroom is unbelievably valuable. 
",Position,Effective
1a9843527ce3,2017D32A0639,Teachers should put that restriction on the student and give them a specific assignment to ensure that the appropriate amount of work gets done. ,Position,Effective
6552b4d9b865,20897B41AFB8,"While almost everyone owns and uses a mobile device, using them while behind the wheel of a vehicle should be prohibited. ",Position,Adequate
690c9b7d12e8,20C01368FC3E,Summer projects should be student-designed ,Position,Adequate
a165afa5eb16,20D57DEC3EF5,"I think using a Facial Action Coding Systemin the classroom to identify the emotions of students is not okay, ",Position,Adequate
7ce471a8cd33,20D81D1BE1A6,"Yes, the use of Facial Action Codying Stystem would be very useful for students in the classroom. ",Position,Effective
f2f0ce6fc24f,20E41EFD4FB8,The author does a very good job of proving his point about the challanges of exploring Venus. He makes a few valid points and is very descriptive. I think he did a good job overall explaning his point. ,Position,Adequate
9585de902225,20F9EE3FEC1F,"While the kinks of being able to go to Venus are still being worked out, this author gives insight as to why this barren planet is still important. ",Position,Effective
20c0e467fcd4,211C17AD0F75,I think its ok so you can know how the person is feeling ,Position,Ineffective
cbff9c159f07,216A05AF987E,"Using software such as the Facial Action Coding System could be valuable in a classroom setting as it could improve the quality of learning for students. 
",Position,Effective
51d1d6ed1e04,218490FD2E1B,The facial action coding system has many promising applications ,Position,Adequate
09c0643706b7,21B6AF900F82,The author believes Venus is a worthy pursuit depite the dangers. There is lots of evidence to support the authors claim. I personally agree with the author that we should look into Venus more. ,Position,Adequate
61e918f66cf5,22049B234D6C,The advantages of limiting car usage ,Position,Ineffective
f650ee1df0b1,22416450E0EF,"Some people may say that teacher-designed summer projects are effective, however, student-designed projects are better ",Position,Adequate
ffd841c2c220,22715C8105CB,I agree with the author because it its one of our closest planet and it is most earth- like planet in our solar system ,Position,Adequate
1e7112423399,2275D39DC5AD,The tecnology could help the student ,Position,Adequate
306637500e67,2280836E512A,If i was a NASA scientist discussing the fase with someone who thinks it was created by aliens i would tell them that the face was not mad by aliens ,Position,Adequate
ea2a7512ca9d,22E8627A3CB9,"The use of the facial software in class rooms could be a vital aspect in stopping and preventing tragedies such as school shootings,bullying,and possibly fights. ",Position,Adequate
30f83464433c,22FBB7ED7597,The author suggests that studying Venus is worthy enough even though it is very dangerous. ,Position,Adequate
913c1b0fc562,22FD17FB1BEB,having the students design the projects assigned can allow them to take into account the time they have available. ,Position,Adequate
daa9e265c16b,231FDA202B25,"The author has provided enough information on both sides of the argument, but he thinks that studying Venus is a ""worthy pursuit despite the dangers it presents."" ",Position,Adequate
3abe170d29e6,2321FAC1E823,They should be student designed ,Position,Adequate
a67555785863,2327F7A3128C,the author supports the idea of studying Venus despite the dangers of it because he's being descriptive about Venus and explains more details about it. ,Position,Adequate
248993ac2f7c,2352FF50900C,Summer projects should be student-designed ,Position,Adequate
87ef57ac2ec1,236C5B5C92CB,"All in all, humans as a whole should be able to use their phones but only to an extent. ",Position,Effective
a0fffd4654e0,23701C1FBDD2,I claim for the value of using this technology to read students' emotional expressions. ,Position,Adequate
56cdbb222ec0,238483C3AEFC,This highly advanced technology is able to serve a multitiude of purposes that will foster an improved learning environment for students. ,Position,Effective
a751f6cecb8c,23968A5EA064,"It would be awsome to identify human emotions,and knowing what students feel in class can be really useful. ",Position,Adequate
48dc8cb93e70,23AA5F45C05B,We all need to participate in the Seagoing Cowboys program! ,Position,Adequate
c7ad71ebc762,23AB013DC336,There are many reasons to participate in the Seagoing Cowboys program ,Position,Adequate
8b543ad23fbe,23C653E16CC8,The author does not strongly support the idea that studying Venus is a worthy pursuit due to his extensive reasearch on its toxic living conditions but does acknowledge the benefits of its accessibility from Earth. ,Position,Effective
a030392f3a0e,2414D2AF4D56,The author support the idea by showing us how studying venus is a worthy pursuit despite the dangers. ,Position,Adequate
c5231cde0a1d,2450993EB016,I disagree with the value of using this technology to read students emotional expression ,Position,Adequate
e877f27f6396,24AD94A6AB3E,Ill be sumerizing the article over venus and why it is not we can not step foot on this planet. ,Position,Ineffective
d30138609ccd,24C5ED476177,Summer projects given over the break period should be moderately designed by the students themselves ,Position,Effective
744a2452910a,24FA36D49DB7,"When a student is given the power to design their own project, it allows the student to grow mentally and help broaden their learning horizons. ",Position,Effective
67278114014e,2513771E4659,cell phone use can very deadly for teen drivers ,Position,Ineffective
65d257dd2f04,25279CF8444F,"The teachers give out this project for the whole purpose that given project helps students move forward, they assigned the project to the individual students knowing what would help them grow without having the summer break erasing everything they learned the previous year.  ",Position,Effective
b7390d2e4490,254DB921E152,The auther had great claims but the enough to sell me into the studying of Venus ,Position,Adequate
3bcfd23f39e7,255F29455E8B,The author wants us to learn about Venus because NASA wants us to know stuff about our other planets. ,Position,Adequate
29e3ccc9e009,259C732E5942,yes I do agree that students must participate in an extracurricular activity. ,Position,Adequate
